date,region,ev_sales,charging_stations,ev_subsidy_inr,avg_range_km,Registered_Ev_count,Fuel_price_INR,Region_population,Region_Ev_buyers
2025-05,West,4809,595,68129,417,14328,113,1638281,3991
2024-01,South,3794,342,60819,366,11411,104,4150856,3243
2021-12,West,2861,357,56216,363,8355,110,2096399,1891
2021-12,East,2750,293,55639,342,5455,89,5847004,1393
2021-02,South,2119,211,50563,343,4422,101,2489701,1552
2025-09,East,4845,527,65566,400,9666,99,2010103,4867
2021-08,North,2308,185,45550,340,6945,103,5434460,1433
2022-05,North,2733,199,51781,337,8293,105,1333783,1735
2024-09,North,4014,296,56589,376,8024,102,2056113,3017
2019-11,East,1597,171,46133,337,3251,112,5702090,1598
2024-05,North,3786,278,56027,358,11637,92,3956124,2401
2019-09,South,1357,139,44920,326,4300,97,4177831,1629
2019-12,North,1487,117,41369,322,2885,115,2864612,1212
2022-06,West,3066,384,61226,386,6311,102,4008380,2286
2021-03,East,2394,256,53625,365,6804,83,1037167,2765
2024-02,East,3895,427,64972,379,11899,111,1973789,3121
2019-11,West,1578,204,52820,354,4774,111,3100535,1567
2023-07,South,3592,325,58347,383,10362,110,4948978,2345
2019-08,East,1539,160,46308,342,4445,106,4204919,963
2019-12,East,1654,178,46405,338,3123,116,2485655,1184
2021-10,West,2652,334,55469,383,8238,108,1469935,3950
2025-07,East,4785,508,63714,400,9518,94,4232766,3625
2021-10,East,2658,282,54637,357,5193,90,3169094,1437
2020-08,South,2013,184,45712,320,5645,90,4733310,2360
2021-10,South,2472,238,50479,355,7687,94,3634749,3038
2019-07,East,1330,158,45775,327,4154,99,3468974,1990
2023-01,West,3385,430,60074,393,10418,114,4085591,3997
2022-11,East,3333,353,56885,382,9513,111,2464839,3734
2019-07,East,1482,151,45935,322,4269,98,3483090,2058
2024-11,East,4413,472,64028,405,8883,115,5131729,2237
2025-03,East,4686,490,63987,401,13793,95,4198228,6689
2025-08,East,4920,516,64991,406,9719,100,2861265,2325
2018-01,South,578,56,42851,318,1232,114,5983477,420
2024-07,West,4416,534,67883,394,8642,85,5692586,1992
2024-01,South,3760,344,60005,382,11450,108,4164813,3361
2019-06,East,1285,146,47200,325,2663,112,3877456,1275
2020-07,North,1794,139,45653,317,5220,109,3089328,1717
2025-11,West,5151,626,67047,417,15231,90,5858764,3802
2024-03,North,3715,275,58725,374,7612,103,2259426,1552
2025-10,West,5155,619,69661,429,10110,102,1268604,4318
2019-05,South,1260,122,42245,318,2420,106,2708361,1016
2024-02,East,3983,427,63667,387,11692,115,1990439,3095
2024-01,East,3974,423,61270,383,7897,106,4336281,2580
2023-03,South,3422,305,54758,357,6522,113,2878540,3273
2022-01,East,2691,302,57419,355,5424,91,4513840,1812
2024-05,East,4108,446,64827,384,12317,89,4503719,2929
2020-03,North,1660,127,44169,322,4847,97,2278064,1934
2024-07,South,4115,361,61172,393,12236,106,4178491,4710
2025-11,South,4838,437,63769,385,14628,108,1598863,3469
2022-08,West,3185,399,61142,372,9699,98,1422361,2633
2023-04,East,3474,380,61060,374,10499,92,5257871,3814
2018-01,North,638,56,36206,303,1002,92,1127467,569
2018-05,West,807,95,48871,345,1578,88,5496332,447
2022-09,North,3013,211,51652,348,8845,90,1561147,1770
2024-09,South,4202,382,57535,377,12330,117,5068030,5662
2024-05,North,3939,272,58849,369,11449,90,3962501,2273
2020-04,East,1825,201,49297,352,5457,98,4624435,2377
2023-04,West,3574,448,61841,407,7284,96,4036665,3501
2024-04,South,3970,352,59813,371,7792,85,5779797,2776
2022-08,West,3165,393,59810,377,9687,103,1405754,2608
2019-07,West,1401,179,49103,334,4374,101,4761831,931
2019-01,East,1127,128,48328,323,2362,103,1936248,872
2018-09,South,843,91,39596,296,1822,98,2582390,633
2019-06,East,1475,154,49600,327,2771,109,3881014,1420
2023-11,North,3513,267,51793,354,10795,96,2786086,4370
2023-05,East,3484,382,58939,369,10628,86,4474253,2151
2019-11,East,1590,179,45410,337,3151,116,5691460,1575
2021-04,East,2341,254,53609,371,6867,105,2116537,2332
2019-05,East,1255,146,45654,323,2582,91,1393118,1146
2022-01,West,2899,353,57737,369,8412,106,4324766,4120
2018-08,West,1062,114,49794,330,1861,84,1792450,525
2024-08,North,4072,292,58355,359,7870,110,4594109,2978
2023-06,South,3555,322,58625,374,7025,107,4481179,2207
2021-11,West,2857,343,55216,364,8334,110,4704258,3865
2020-05,South,1750,173,49417,333,5270,100,5461930,1204
2025-08,West,4980,610,70549,417,15024,103,4683229,3630
2023-07,East,3728,387,61209,381,7296,112,3735327,3192
2023-11,South,3614,341,56045,369,7315,102,5571944,2825
2019-11,West,1616,203,48906,353,4918,107,3093728,1673
2022-11,East,3220,358,57728,356,9680,108,2456067,3690
2019-04,North,1158,90,40974,316,2312,88,5348362,998
2021-03,West,2344,300,55824,383,4629,99,3182800,1741
2020-10,South,2074,195,49164,336,5988,101,3862304,1226
2025-01,West,4698,566,68205,419,13871,91,3501459,4142
2021-06,West,2478,314,55757,363,7698,87,3394898,1844
2019-03,North,1209,98,40235,317,2118,102,1902368,976
2022-01,East,2713,305,57114,366,5565,90,4496886,1877
2022-08,East,3069,342,58472,369,6184,88,5905477,1881
2022-07,East,3143,331,58815,376,9071,111,4207773,2184
2024-03,West,4051,505,65442,396,8301,99,3555073,2573
2020-09,South,2065,186,49122,323,5894,115,2092134,1573
2022-11,East,3315,349,57458,375,9697,107,2466047,3631
2025-04,West,4703,583,69916,414,14181,88,2852887,4279
2021-04,North,2223,172,47352,327,4360,104,4835684,1607
2019-10,West,1590,195,49139,340,4847,90,2119442,2260
2018-01,South,565,60,41673,302,1084,114,5993326,322
2021-10,West,2723,333,58461,366,8139,108,1450207,3932
2025-06,West,4886,602,68899,418,14661,106,5800180,5071
2023-11,South,3732,332,57792,380,7299,100,5580017,2928
2020-06,East,1943,202,51566,355,3732,101,5027840,1033
2023-12,South,3715,344,57952,374,7397,110,1926137,2964
2021-11,North,2577,182,47131,331,7348,95,2594978,2033
2022-11,South,3167,281,51927,346,6123,112,4462167,2293
2020-03,North,1645,132,43667,308,4738,91,2253725,2015
2022-03,South,2800,260,52838,353,8200,101,5600550,2477
2020-09,East,2014,215,50953,347,6194,87,2884543,2416
2025-02,South,4511,394,61536,382,8835,106,4113153,3227
2025-03,South,4472,394,60668,402,13324,108,3153203,3113
2021-10,West,2812,338,54385,361,8101,107,1463222,3823
2023-02,East,3399,372,59027,394,6634,94,4602147,2244
2021-07,North,2270,181,46157,330,4712,109,1032040,937
2022-07,West,3198,398,58102,372,9498,90,3003323,2203
2019-04,West,1324,159,49842,340,2540,97,4601592,1165
2023-11,South,3700,334,57339,379,7302,103,5571196,2944
2024-11,South,4214,380,60492,373,8434,106,951692,3070
2022-05,East,2938,323,54112,361,8870,110,3178442,2293
2020-05,North,1741,133,46023,330,5116,105,1981901,1777
2022-04,South,2760,256,55914,369,8488,111,4429390,3694
2024-02,East,3955,423,62049,404,11680,112,1980939,3099
2023-05,South,3356,314,54008,370,6833,99,3962551,3151
2024-12,North,4281,302,57279,370,12400,112,1551554,4468
2022-06,North,2722,204,48979,352,8333,85,2180524,3613
2019-03,East,1196,128,46317,332,3566,93,3704563,1585
2018-02,South,556,60,39699,297,1852,99,1339601,722
2019-06,West,1413,165,52322,340,4195,113,1461368,1536
2024-01,West,4021,496,64789,404,7925,90,2357943,2900
2022-06,East,3007,324,57564,361,8913,83,1149998,3213
2018-05,South,746,72,41072,307,2288,102,5741253,633
2024-03,East,3950,439,63122,405,11931,98,1459449,5762
2024-12,South,4312,389,58422,372,8471,105,1251028,3241
2025-12,East,5006,533,66490,414,9962,105,3923249,2136
2022-09,South,3007,273,51143,355,6198,89,4611358,1836
2025-05,North,4368,319,60972,371,13058,103,1014041,5852
2019-10,West,1663,200,48579,357,4822,92,2126222,2302
2020-01,South,1592,150,45754,325,4706,96,4572251,1673
2024-11,North,4142,293,56933,361,8166,90,918149,3421
2024-01,East,3989,424,60575,406,7912,110,4340357,2477
2018-06,South,792,83,40452,323,1538,109,4191862,579
2019-06,South,1218,122,44653,332,2584,115,1028831,640
2019-02,West,1345,153,51503,346,2400,94,3184375,1210
2023-05,East,3571,385,60549,393,10509,85,4465556,2140
2025-06,North,4423,311,59464,373,8818,102,1215895,3983
2021-01,South,2103,201,48970,350,6374,98,1628887,2683
2018-01,East,555,63,42562,324,1202,91,4809510,663
2019-09,West,1616,184,52211,357,4653,95,3035318,1033
2022-03,North,2727,205,48875,359,5207,109,2038680,2049
2018-03,South,649,62,39132,295,2006,106,1398184,574
2018-01,West,738,70,48489,328,2016,90,1488578,832
2023-07,East,3655,398,58672,378,7290,114,3730175,3312
2022-10,South,3030,281,53216,363,9343,103,1355677,2182
2022-10,West,3383,403,60058,384,9715,114,1498530,2633
2023-09,North,3413,256,53866,363,7049,108,3692405,2451
2018-01,North,505,47,39261,304,1179,90,1128604,432
2021-09,North,2314,186,49719,330,7186,89,1472606,2330
2024-11,East,4507,479,63747,400,8845,113,5129505,2257
2024-07,East,4273,447,64684,399,12669,90,4083699,3319
2023-09,West,3778,469,63798,381,7769,95,2673765,2797
2021-07,West,2584,320,56701,356,5156,85,2905955,1613
2024-04,East,3998,444,64084,382,8072,86,1011330,3181
2025-02,South,4399,389,63719,407,8915,107,4129423,3337
2018-12,South,982,96,42352,295,2915,91,2032942,1336
2021-01,South,2053,193,52320,335,6476,96,1617831,2622
2023-10,North,3598,259,55550,358,7164,87,3432925,1824
2025-03,South,4410,396,64798,406,13421,110,3142845,3051
2022-10,West,3330,403,60079,386,9744,115,1497954,2627
2021-01,North,2098,164,45360,321,4186,114,2551777,1366
2022-01,South,2720,252,53002,360,7814,111,5168687,2480
2020-09,North,1800,142,45324,329,5412,110,4076815,2584
2020-07,West,2047,247,55301,369,6091,113,2579241,1980
2021-11,North,2449,187,46163,322,7370,94,2593587,2039
2021-04,East,2391,255,55947,355,6989,105,2106098,2341
2025-12,West,5150,632,69467,404,10250,95,908295,2382
2021-08,East,2574,271,55644,357,7426,115,5036094,2707
2023-08,North,3464,252,55892,347,6964,89,1869985,2084
2024-07,West,4439,531,65426,400,8718,90,5674322,1934
2022-01,South,2690,249,54224,359,7834,107,5166489,2504
2019-08,North,1418,111,43049,322,3736,96,4543489,1449
2022-11,West,3418,416,59992,388,6800,110,5544706,2034
2024-02,East,4002,425,61200,403,11922,115,1981288,3046
2025-05,South,4617,410,64981,384,13744,89,4261037,4028
2021-07,East,2485,266,53197,363,5058,111,1212799,1264
2019-01,East,1163,118,48880,343,2179,101,1949742,775
2022-03,East,2828,313,56673,366,5661,111,3318219,2545
2023-12,East,3813,415,58683,367,7643,88,4674356,2830
2023-01,South,3335,296,56119,375,9751,112,2118921,2349
2025-07,North,4577,325,59000,381,13362,110,2216229,6254
2020-01,North,1451,123,42526,319,3082,98,1226663,1426
2023-10,North,3487,262,53802,360,7175,83,3433443,1820
2023-10,South,3574,329,57610,366,10829,99,1210002,2967
2019-06,East,1292,146,46391,327,2841,115,3877894,1299
2025-08,East,4959,523,63336,395,9562,95,2848411,2236
2023-04,West,3539,449,64498,394,7117,97,4041326,3506
2025-12,North,4837,342,58755,380,9405,99,2393672,3283
2024-01,North,3585,266,58437,378,7296,109,5203160,2625
2024-09,North,4124,292,58100,359,8008,101,2044141,3112
2025-10,West,5144,620,68902,408,10170,107,1270869,4318
2019-09,West,1662,182,49918,358,4628,97,3028348,1014
2019-10,East,1482,162,49133,343,2936,96,2936656,1098
2022-11,North,3107,223,52653,358,5882,101,5783305,2121
2020-02,West,1887,215,51408,351,5443,101,3453519,1191
2018-12,West,1134,128,45628,322,3506,84,1502527,1364
2023-05,South,3495,315,55891,362,6651,98,3954094,3243
2018-11,West,1072,128,47136,335,3364,103,1029904,1701
2018-04,South,650,63,43317,319,1354,98,4153870,643
2022-02,South,2734,250,55859,358,5434,113,3522898,1274
2022-07,North,2815,214,50975,336,8565,103,4315805,2097
2021-11,South,2497,236,49487,347,5222,104,2321721,1044
2019-02,West,1192,152,48402,351,2346,92,3194315,1262
2024-04,North,3831,272,55074,383,11261,107,2931738,4354
2020-08,East,2092,218,52508,338,5854,87,1253362,1241
2024-04,North,3741,281,54093,368,11368,104,2940106,4333
2023-01,East,3383,357,57428,386,9831,108,5834341,4077
2020-03,West,1903,230,51065,355,5562,86,3115312,1200
2020-03,East,1738,196,51105,338,3505,106,927963,1725
2025-07,East,4779,518,63254,390,9619,97,4217342,3642
2024-08,West,4375,544,67918,393,8752,94,3846618,3442
2024-08,South,4114,370,61089,373,8215,114,2906175,3404
2019-12,East,1573,180,48717,324,3338,111,2461191,1215
2019-12,East,1565,183,45488,329,3272,110,2465157,1105
2018-05,North,722,55,40873,295,1991,107,3148301,835
2019-02,North,1166,84,42978,303,3277,106,2413588,1065
2019-11,North,1358,120,43625,307,4201,93,5456272,1842
2025-12,North,4676,330,59100,370,9385,96,2394186,3231
2018-01,South,610,61,39918,298,1247,110,5981592,359
2022-04,North,2674,203,51774,348,7994,100,897961,3008
2024-05,West,4291,521,64490,398,8522,95,3868888,2756
2020-05,East,1949,198,52418,342,3714,103,4676399,1196
2021-02,West,2295,286,54715,383,4729,107,1330073,1532
2022-11,East,3192,353,57924,356,9748,111,2479101,3623
2020-07,South,1938,169,45879,336,5490,112,2755875,2063
2025-08,West,5060,618,66246,416,15051,96,4668314,3638
2024-11,East,4369,472,62745,407,8828,112,5126799,2222
2019-04,West,1291,158,49546,348,2719,99,4617575,1146
2023-03,West,3465,441,63217,386,10473,84,5541308,4284
2020-11,North,2057,155,45880,331,5764,100,4529778,1890
2021-07,East,2547,275,52474,344,4821,107,1235190,1323
2019-05,West,1453,165,48939,346,2786,113,3088724,1088
2025-12,North,4803,332,60798,382,9531,95,2387513,3326
2021-07,East,2547,278,55908,343,4858,106,1231370,1193
2024-03,East,4041,438,62323,381,11824,98,1461457,5798
2019-09,East,1586,167,48632,333,3100,95,2829231,1340
2019-12,South,1529,147,42743,335,2991,95,2710406,1432
2025-11,South,4782,425,60525,405,14415,107,1592918,3430
2020-05,West,2034,242,54493,347,5738,109,4074294,2361
2023-10,West,3996,480,63498,399,11700,110,4497034,2647
2020-08,North,1849,144,43706,333,3587,94,1386326,1184
2022-03,North,2753,197,51599,353,5185,116,2037252,2076
2025-10,East,5021,524,67733,418,14661,84,2320007,6928
2023-04,West,3663,445,62394,383,7148,92,4032688,3495
2021-12,West,2762,353,56228,360,8491,109,2103504,1938
2025-06,North,4425,320,60001,382,8985,101,1216417,4004
2024-09,West,4479,543,64854,414,13112,87,3351040,3096
2019-09,West,1566,195,48208,337,4507,97,3014377,1110
2023-07,North,3491,248,53100,366,6798,116,4785111,2681
2023-11,South,3747,335,56824,379,7294,104,5572527,2888
2022-01,East,2778,301,56867,381,5373,85,4491929,1877
2025-12,South,5013,431,62553,384,9766,108,3621444,4746
2023-07,West,3681,463,62933,400,7409,89,5319711,1621
2020-01,North,1542,127,42709,322,2965,101,1217022,1422
2024-06,South,4059,358,61286,381,7917,109,1380446,2294
2022-04,East,2963,319,58941,356,8628,92,1041601,3669
2023-05,West,3688,449,62247,405,10909,99,5359236,3328
2025-10,East,5048,529,66601,391,14720,84,2338720,6878
2025-10,West,5204,630,70729,407,10163,107,1273156,4354
2020-12,West,2307,281,51639,352,4619,91,3308677,2081
2024-09,East,4236,464,63834,383,12789,86,2127570,4915
2022-09,South,3114,285,53207,353,6175,91,4622227,1841
2025-10,East,5046,534,67399,417,14708,83,2323873,6983
2023-11,West,4036,484,60055,404,11771,104,1310051,5133
2025-10,North,4627,331,61652,376,9282,92,3797637,3161
2020-08,North,1789,150,46693,328,3749,92,1376803,1173
2018-02,South,632,64,39267,300,1806,95,1347488,767
2019-07,North,1357,97,42767,310,2479,113,2275908,1173
2018-12,East,1156,110,46931,327,2253,102,3239887,917
2019-02,North,1155,88,39584,323,3140,106,2412449,1046
2024-11,West,4473,556,65988,395,13423,112,5100056,4398
2025-07,South,4711,422,60678,390,9216,103,4029424,2144
2024-04,North,3722,282,54276,363,11421,102,2926846,4336
2023-02,West,3508,439,61930,402,7022,92,2664171,3399
2022-10,North,3023,223,50941,337,5988,112,3174913,1581
2023-09,West,3893,478,63057,391,7633,102,2672377,2774
2019-07,East,1456,153,49280,345,4042,99,3467489,2080
2023-06,West,3795,457,61200,399,7392,101,3708266,2764
2020-08,South,1975,187,49612,330,5728,92,4717835,2234
2018-03,South,594,61,43619,323,2059,103,1370757,491
2025-03,South,4511,403,64259,382,13234,108,3133877,3153
2025-05,North,4340,318,58271,370,13328,99,1030630,5890
2023-01,North,3118,226,55746,357,9216,105,5562742,3275
2018-10,South,931,93,42190,294,2005,102,5935208,734
2020-06,North,1764,141,45643,314,3425,83,5947071,783
2025-09,South,4815,431,63129,386,9634,106,5961535,3495
2019-10,West,1619,196,49936,338,4743,93,2131045,2267
2023-12,North,3648,269,53850,359,10915,100,4750526,2485
2025-08,North,4483,322,58128,366,13603,94,1382226,6048
2019-05,North,1237,105,40801,316,2394,93,3176122,908
2023-06,East,3575,394,61808,368,10649,91,1665737,3917
2024-09,South,4255,380,61880,391,12330,117,5075762,5804
2020-12,South,2159,202,46695,345,6131,93,5797273,2027
2019-07,North,1218,98,39067,320,2392,114,2287658,1028
2022-03,South,2695,259,53745,345,8195,101,5599523,2438
2019-03,South,1211,107,46816,334,3479,112,1276870,1693
2021-02,North,2013,168,49288,336,6141,86,1210300,1449
2021-06,South,2314,227,49895,332,4635,93,2745335,1158
2019-02,South,1203,105,44201,320,2159,105,3686262,740
2021-05,North,2328,171,49803,335,4504,96,4562934,905
2018-01,East,620,55,42080,307,1195,93,4794660,498
2022-06,East,2953,333,54329,379,8866,87,1165791,3293
2025-02,West,4657,572,69036,416,9317,111,1784590,2754
2021-10,East,2569,287,55049,348,5155,88,3169460,1444
2021-10,South,2537,240,50599,337,7493,90,3629966,3080
2022-12,North,3135,234,50025,359,9149,115,5399986,3604
2021-01,East,2189,243,53777,369,6548,87,1338908,1933
2021-06,North,2244,169,47099,340,6786,88,2004527,2404
2022-06,East,3010,333,58287,370,8903,89,1159715,3258
2019-03,South,1130,115,46324,316,3450,109,1291253,1768
2024-03,East,4012,431,64557,406,12013,101,1484309,5716
2025-03,South,4497,400,64964,379,13376,111,3146331,3173
2018-05,East,765,84,46323,327,1546,102,1014022,618
2025-10,East,4960,530,66765,401,14900,85,2330079,6999
2021-08,South,2535,227,52611,357,4757,96,5767968,1961
2023-06,West,3636,463,60539,397,7271,96,3708795,2793
2018-12,East,1084,110,44414,313,2106,103,3250675,868
2023-05,South,3353,305,54267,376,6883,96,3961238,3218
2023-03,East,3530,374,59010,386,10099,104,3659840,2369
2023-05,South,3474,319,58040,365,6659,95,3947263,3145
2024-04,East,4070,439,62229,390,8133,85,1036437,3138
2024-12,South,4304,382,58710,366,8665,105,1270683,3124
2021-06,West,2605,318,57103,355,7655,90,3381684,1839
2023-10,West,3903,479,61144,385,11529,108,4495935,2653
2020-01,South,1515,147,45813,318,4598,92,4574559,1773
2022-05,South,2890,260,54551,359,8432,91,3316327,2252
2024-01,South,3816,341,61672,369,11241,111,4147845,3272
2023-04,South,3405,303,55710,370,10027,104,2313670,2646
2022-08,North,2836,211,49048,352,5859,92,5932743,2479
2020-01,West,1674,216,51123,352,3591,116,5962327,1663
2019-01,East,1209,117,46950,334,2311,103,1956971,855
2022-04,West,2961,372,57534,371,6026,84,3112947,2283
2025-03,South,4483,396,62171,403,13413,104,3137988,3040
2023-12,South,3711,340,55222,369,7540,109,1925433,3034
2024-01,South,3802,349,59558,369,11363,104,4153497,3353
2018-06,East,814,82,45255,324,2368,89,5394476,1047
2019-05,South,1366,119,44596,311,2368,110,2699196,1021
2024-06,West,4313,535,66465,416,8433,115,4096973,3791
2020-05,South,1859,168,47173,325,5301,100,5454289,1245
2020-01,North,1455,128,42328,333,2956,101,1234207,1407
2019-11,East,1571,169,45036,321,3176,114,5698042,1568
2023-04,East,3536,375,61647,367,10409,90,5248888,3821
2020-12,South,2177,192,45905,347,6311,93,5824883,2013
2018-11,East,1012,113,45946,329,2995,92,1979534,1457
2023-06,North,3332,239,52669,347,6675,97,5689391,2081
2018-03,North,592,52,39336,283,1640,100,2397377,785
2025-03,East,4539,487,66100,402,13670,90,4196383,6814
2021-09,North,2448,180,47424,334,7092,87,1486007,2300
2021-08,South,2548,223,50338,338,4979,101,5760388,1979
2021-01,West,2317,281,57057,364,4607,106,1780981,1765
2025-05,West,4780,589,66395,426,14469,112,1624339,4075
2018-06,South,770,78,40893,309,1539,116,4184107,511
2018-08,North,878,76,40889,293,2246,103,3478752,443
2023-05,East,3464,378,59155,395,10603,87,4460781,2091
2020-01,West,1857,215,52058,350,3597,114,5944273,1699
2023-04,West,3703,439,64573,391,7117,93,4053128,3455
2018-11,North,964,82,38454,282,2888,95,3419618,881
2023-07,North,3333,252,51655,369,6780,117,4782735,2734
2019-10,North,1432,107,42362,307,4285,104,4712874,1225
2021-06,North,2245,166,48387,342,6763,91,1978516,2388
2024-01,South,3724,347,61466,391,11179,104,4168094,3268
2020-09,West,2139,265,54903,351,6308,106,5206948,2567
2019-02,South,1074,108,44525,312,2244,105,3708500,677
2020-07,West,2064,245,55201,356,5883,110,2589002,1968
2023-04,West,3621,447,60696,390,7293,95,4044125,3379
2024-07,North,4001,291,54532,370,11754,85,3211998,5563
2019-09,South,1396,133,46752,314,4203,101,4181099,1529
2024-02,East,3990,426,63320,385,11869,112,1970209,3112
2020-08,East,1906,216,49061,355,5938,85,1269191,1266
2019-09,West,1535,195,51629,333,4574,92,3015984,1106
2022-01,South,2638,246,54434,353,7900,110,5152269,2636
2021-12,North,2460,197,45952,323,7380,108,5713559,2090
2020-09,South,2056,179,48204,341,5897,109,2106682,1611
2024-05,East,4219,448,60477,385,12283,95,4531436,2913
2018-06,North,688,62,36183,308,2112,116,5842575,931
2025-08,West,5071,621,66529,410,14880,103,4667055,3555
2022-11,East,3256,347,58213,380,9718,106,2474791,3638
2022-09,South,3108,279,54677,348,5967,90,4599223,1919
2023-09,East,3766,397,61893,371,11030,108,3940730,4161
2023-07,East,3638,392,61193,371,7259,111,3740031,3282
2025-09,East,4822,516,65548,414,9795,98,2014626,4809
2024-06,North,3935,274,54796,358,7860,111,1936920,2348
2024-10,East,4333,474,61220,387,8547,90,1527682,3418
2022-07,East,3085,328,58886,363,9011,116,4221406,2206
2020-09,North,1847,141,46908,323,5613,116,4081017,2440
2024-08,West,4318,537,65558,399,8824,96,3854441,3541
2023-07,West,3742,460,62739,402,7400,90,5342039,1616
2019-11,North,1433,112,41545,299,4355,97,5454148,1901
2020-08,South,1859,174,49435,346,5676,87,4740383,2207
2019-12,East,1591,178,47922,324,3174,116,2466948,1129
2019-12,North,1558,126,40149,294,2877,116,2878201,1227
2020-06,West,2010,247,53496,359,5792,102,5705295,2782
2018-01,North,624,57,40007,292,1070,90,1135980,445
2024-04,West,4109,524,64709,413,12467,107,2960595,2852
2024-02,West,4116,501,67104,418,12246,110,1573636,5248
2022-09,North,3016,219,50893,335,8795,96,1554147,1716
2020-11,North,1885,158,46419,329,5944,105,4540310,1850
2023-04,North,3196,243,55059,348,6481,107,4619074,2116
2024-12,South,4289,387,60082,373,8656,107,1248165,3264
2023-04,West,3649,445,60371,378,7219,99,4054620,3438
2019-05,North,1239,92,42342,307,2429,95,3185942,928
2022-06,North,2894,213,49517,346,8260,84,2165525,3594
2022-07,West,3224,399,60146,377,9329,91,2992651,2289
2019-03,South,1159,116,42223,312,3368,115,1273819,1768
2021-01,West,2400,279,58391,374,4507,104,1786923,1752
2019-06,South,1387,121,45569,322,2459,110,1046029,701
2018-03,East,670,69,42885,333,1298,105,2149051,339
2022-06,West,3083,388,60929,390,6124,103,4016726,2230
2022-01,East,2862,300,55775,381,5605,87,4495490,1914
2022-08,West,3219,397,59961,386,9513,100,1418304,2615
2018-04,West,886,93,47913,331,2242,104,3285312,1089
2023-12,East,3898,423,57382,377,7717,90,4646065,2882
2020-02,South,1611,153,48352,321,5009,107,1619468,1374
2018-11,North,903,78,39067,293,2626,92,3413352,880
2021-06,South,2413,218,52375,341,4762,94,2741425,1293
2018-01,South,503,60,42680,311,1218,112,6010062,414
2021-10,East,2725,282,55525,369,5375,90,3179747,1436
2022-09,North,2874,223,51516,342,8849,91,1568919,1690
2020-05,North,1741,128,44127,326,5103,100,1975162,1849
2019-01,North,1093,88,40819,323,2110,99,4433944,837
2023-06,East,3629,388,57050,387,10584,92,1648788,3969
2025-09,North,4665,327,58912,372,9096,89,2786133,3007
2022-01,North,2609,190,51911,345,5117,112,5614477,1709
2019-11,South,1452,139,43586,306,4560,88,3485427,1932
2025-05,East,4646,497,64497,414,14072,88,5080218,6772
2025-07,North,4537,316,61578,386,13437,110,2235318,6182
2024-08,North,4051,286,55394,377,7932,115,4596545,2980
2020-11,West,2291,272,51570,356,6439,97,5458010,2488
2025-04,East,4736,501,67182,411,9427,110,5993847,3600
2024-11,North,4116,296,58066,360,8112,90,916272,3460
2021-08,East,2496,281,52948,344,7575,110,5023293,2604
2022-08,North,2985,208,49351,354,5718,97,5925418,2486
2022-10,East,3214,343,55226,359,6212,89,3956226,2238
2025-10,East,4897,532,66977,391,14693,88,2324606,6895
2024-11,East,4449,473,62082,386,8659,110,5114840,2295
2020-03,North,1603,123,43118,332,4626,94,2275640,2038
2025-06,West,4871,597,66833,429,14465,101,5800419,5083
2025-06,North,4555,319,59635,371,9033,97,1212518,4075
2021-04,East,2271,253,53081,360,7090,101,2124371,2281
2025-03,North,4379,310,60299,376,12780,86,2740708,3480
2020-10,South,2017,194,47042,319,6032,106,3844512,1182
2019-12,North,1439,123,43461,321,2905,113,2873856,1287
2022-04,West,3069,381,57346,377,6120,90,3129511,2422
2024-04,South,3993,357,58839,387,7804,84,5788873,2909
2018-05,East,905,88,44525,324,1722,102,1025011,629
2022-12,West,3346,422,58960,380,6887,97,5635691,2377
2023-04,South,3437,307,57011,366,10146,107,2321960,2703
2019-10,East,1469,171,48193,339,2981,96,2928449,1217
2018-01,East,663,60,45482,306,1360,92,4797189,495
2024-03,South,3919,351,58196,372,11498,105,4414618,2300
2018-01,North,603,45,39831,286,1052,91,1116981,554
2018-06,East,835,89,45361,321,2437,88,5367973,1104
2020-03,West,1804,223,53908,360,5549,86,3091934,1221
2019-06,North,1299,107,41315,315,2351,106,3455730,931
2019-01,East,1242,122,48914,330,2278,100,1934869,812
2018-05,West,909,87,47542,334,1795,85,5496543,372
2020-06,South,1866,173,48960,320,3556,111,1083038,1296
2020-03,West,1764,229,54846,353,5505,85,3112659,1230
2021-09,East,2551,286,54981,346,7751,87,4374641,3723
2019-04,South,1274,115,43100,332,2456,100,3302361,864
2025-07,East,4806,510,66757,397,9687,95,4234850,3619
2020-06,North,1707,131,43936,321,3590,83,5931575,804
2024-03,North,3701,268,55443,379,7415,109,2265520,1610
2018-11,South,1058,95,40699,308,2028,105,5157271,1048
2023-08,North,3371,256,54914,352,6907,88,1859684,2009
2021-08,West,2599,329,56619,366,7879,98,2409527,2343
2020-06,East,1876,206,52865,344,3780,100,5020675,1005
2025-10,South,4891,429,61364,394,9530,82,1082839,2059
2025-03,North,4383,312,60388,384,13031,88,2740280,3584
2021-07,South,2392,230,50677,340,4849,90,2338255,2004
2025-01,East,4441,485,63282,416,13306,93,5166759,3048
2021-02,South,2235,197,49340,336,4433,100,2479158,1584
2025-09,West,4959,626,70867,419,15153,114,2646005,5866
2020-06,East,1873,202,52592,358,3863,102,5020623,1109
2022-09,South,3048,273,55017,365,6152,96,4601051,1768
2020-04,North,1626,128,42183,322,4837,108,4294665,1711
2022-06,East,3087,326,57929,356,8998,90,1153296,3250
2022-11,West,3425,415,57902,385,6798,113,5542846,1914
